generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,total_problems,insufficient_data_problems,train_percentage
0.91955,0.72,0.72,0.72,0.72,72,4,28,24,100,4,0.1
0.9174300000000001,0.76,0.76,0.76,0.76,76,1,24,23,100,4,0.3
0.9169700000000001,0.73,0.73,0.73,0.73,73,1,27,26,100,4,0.5
0.9169700000000001,0.73,0.73,0.73,0.73,73,1,27,26,100,4,0.7
