generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,total_problems,insufficient_data_problems,train_percentage
0.93285,0.82,0.82,0.82,0.82,82,4,18,14,100,4,0.1
0.9282699999999999,0.82,0.82,0.82,0.82,82,1,18,17,100,4,0.3
0.9242300000000001,0.85,0.85,0.85,0.85,85,1,15,14,100,4,0.5
0.9242300000000001,0.85,0.85,0.85,0.85,85,1,15,14,100,4,0.7
