generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,total_problems,insufficient_data_problems,train_percentage
0.9932714285714285,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.17857142857142858,25,103,115,12,140,108,0.1
0.993342857142857,0.18571428571428572,0.18571428571428572,0.18571428571428572,0.18571428571428572,26,100,114,14,140,108,0.3
0.9924285714285714,0.20714285714285716,0.20714285714285716,0.20714285714285716,0.20714285714285716,29,100,111,11,140,108,0.5
0.9924285714285714,0.20714285714285716,0.20714285714285716,0.20714285714285716,0.20714285714285716,29,100,111,11,140,108,0.7
